r,n,g,nu_minus,cutoff_gain,r_c
2.0140280561122244,1,1.3,0.3231515893180948,2.0,0.3095196042031118
2.0200400801603204,1,1.3,0.322874880409067,2.0,0.3095196042031118
2.026052104208417,1,1.3,0.3226014787382284,2.0,0.3095196042031118
2.032064128256513,1,1.3,0.3223313447773093,2.0,0.3095196042031118
2.038076152304609,1,1.3,0.3220644394704834,2.0,0.3095196042031118
2.0440881763527052,1,1.3,0.32180072422872175,2.0,0.3095196042031118
2.0501002004008018,1,1.3,0.3215401609242133,2.0,0.3095196042031118
2.056112224448898,1,1.3,0.32128271188485236,2.0,0.3095196042031118
2.062124248496994,1,1.3,0.3210283398887921,2.0,0.3095196042031118
2.06813627254509,1,1.3,0.320777008159063,2.0,0.3095196042031118
2.0741482965931866,1,1.3,0.3205286803582557,2.0,0.3095196042031118
2.0801603206412826,1,1.3,0.32028332058326725,2.0,0.3095196042031118
2.0861723446893787,1,1.3,0.3200408933601102,2.0,0.3095196042031118
2.092184368737475,1,1.3,0.3198013636387842,2.0,0.3095196042031118
2.098196392785571,1,1.3,0.3195646967882078,2.0,0.3095196042031118
2.1042084168336674,1,1.3,0.31933085859121224,2.0,0.3095196042031118
2.1102204408817635,1,1.3,0.31909981523959385,2.0,0.3095196042031118
2.1162324649298596,1,1.3,0.31887153332922624,2.0,0.3095196042031118
2.1222444889779557,1,1.3,0.3186459798552308,2.0,0.3095196042031118
2.1282565130260522,1,1.3,0.31842312220720476,2.0,0.3095196042031118
2.1342685370741483,1,1.3,0.31820292816450646,2.0,0.3095196042031118
2.1402805611222444,1,1.3,0.317985365891597,2.0,0.3095196042031118
2.1462925851703405,1,1.3,0.31777040393343714,2.0,0.3095196042031118
2.152304609218437,1,1.3,0.31755801121094,2.0,0.3095196042031118
2.158316633266533,1,1.3,0.31734815701647745,2.0,0.3095196042031118
2.164328657314629,1,1.3,0.31714081100944025,2.0,0.3095196042031118
2.1703406813627253,1,1.3,0.3169359432118516,2.0,0.3095196042031118
2.176352705410822,1,1.3,0.3167335240040331,2.0,0.3095196042031118
2.182364729458918,1,1.3,0.316533524120322,2.0,0.3095196042031118
2.188376753507014,1,1.3,0.3163359146448401,2.0,0.3095196042031118
2.19438877755511,1,1.3,0.3161406670073135,2.0,0.3095196042031118
2.200400801603206,1,1.3,0.3159477529789412,2.0,0.3095196042031118
2.2064128256513027,1,1.3,0.3157571446683144,2.0,0.3095196042031118
2.212424849699399,1,1.3,0.31556881451738367,2.0,0.3095196042031118
2.218436873747495,1,1.3,0.3153827352974748,2.0,0.3095196042031118
2.224448897795591,1,1.3,0.31519888010535196,2.0,0.3095196042031118
2.2304609218436875,1,1.3,0.315017222359328,2.0,0.3095196042031118
2.2364729458917836,1,1.3,0.31483773579542157,2.0,0.3095196042031118
2.2424849699398797,1,1.3,0.31466039446355953,2.0,0.3095196042031118
2.2484969939879758,1,1.3,0.3144851727238253,2.0,0.3095196042031118
2.2545090180360723,1,1.3,0.31431204524275186,2.0,0.3095196042031118
2.2605210420841684,1,1.3,0.3141409869896589,2.0,0.3095196042031118
2.2665330661322645,1,1.3,0.31397197323303416,2.0,0.3095196042031118
2.2725450901803605,1,1.3,0.31380497953695746,2.0,0.3095196042031118
