r,nu_minus,log_negativity,teleportation_fidelity
2.698996655518395,0.2570070203102882,1.3586518780775585,0.7955405052178254
2.709030100334448,0.25692661860445687,1.3589647655805328,0.79559139348189
2.719063545150502,0.25684781423044134,1.3592715320118582,0.7956412770724295
2.729096989966555,0.25677057545422655,1.3595722952958382,0.7956901757017796
2.739130434782609,0.256694871172254,1.35986717115562,0.7957381087003187
2.749163879598662,0.25662067089889584,1.3601562731515409,0.7957850950236813
2.759197324414716,0.25654794475417886,1.3604397127189092,0.7958311532598402
2.769230769230769,0.25647666345175213,1.3607175992052307,0.7958763016360625
2.779264214046823,0.2564067982870934,1.3609900399068826,0.7959205580257426
2.789297658862876,0.2563383211259499,1.3612571401052385,0.7959639399551106
2.79933110367893,0.2562712043930089,1.3615190031022502,0.7960064646098204
2.809364548494983,0.25620542106079347,1.3617757302554874,0.7960481488414192
2.819397993311037,0.2561409446387786,1.3620274210126462,0.7960890091736994
2.82943143812709,0.25607774916272363,1.3622741729455232,0.7961290618089366
2.839464882943144,0.2560158091842165,1.3625160817834672,0.7961683226340127
2.849498327759197,0.25595509976042596,1.3627532414463093,0.7962068072264291
2.859531772575251,0.25589559644405735,1.362985744076775,0.7962445308602083
2.869565217391304,0.25583727527350764,1.363213680072391,0.7962815085116907
2.879598662207358,0.2557801127632162,1.3634371381168826,0.7963177548652223
2.8896321070234112,0.2557240858942077,1.3636562052110712,0.7963532843187402
2.899665551839465,0.2556691721048221,1.36387096670328,0.7963881109892542
2.9096989966555187,0.2556153492816292,1.3640815063192486,0.7964222487182293
2.919732441471572,0.2555625957505243,1.3642879061915627,0.7964557110768664
2.9297658862876257,0.25551089026799945,1.3644902468886082,0.7964885113712885
2.939799331103679,0.25546021201258906,1.364688607443052,0.7965206626476288
2.9498327759197327,0.2554105405764855,1.3648830653798525,0.7965521776970259
2.959866220735786,0.2553618559573208,1.3650736967438122,0.7965830690605256
2.9698996655518397,0.25531413855011165,1.3652605761266745,0.7966133490338924
2.979933110367893,0.2552673691393649,1.365443776693766,0.7966430296723311
2.9899665551839467,0.2552215288913395,1.3656233702101988,0.7966721227951203
3.0,0.25517659934646214,1.3657994270666316,0.7967006399901608
