r_max,eta,n_max
1.17,0.99,44
1.18,0.99,44
1.19,0.99,44
1.2,0.99,45
1.21,0.99,45
1.22,0.99,45
1.23,0.99,45
1.24,0.99,45
1.25,0.99,45
1.26,0.99,45
1.27,0.99,45
1.28,0.99,45
1.29,0.99,45
1.3,0.99,45
1.31,0.99,45
1.32,0.99,45
1.33,0.99,46
1.34,0.99,46
1.35,0.99,46
1.36,0.99,46
1.37,0.99,46
1.3800000000000001,0.99,46
1.3900000000000001,0.99,46
1.4000000000000001,0.99,46
1.41,0.99,46
1.42,0.99,46
1.43,0.99,46
1.44,0.99,46
1.45,0.99,46
1.46,0.99,46
1.47,0.99,46
1.48,0.99,46
1.49,0.99,46
1.5,0.99,47
1.51,0.99,47
1.52,0.99,47
1.53,0.99,47
1.54,0.99,47
1.55,0.99,47
1.56,0.99,47
1.57,0.99,47
1.58,0.99,47
1.59,0.99,47
1.6,0.99,47
1.61,0.99,47
1.62,0.99,47
1.6300000000000001,0.99,47
1.6400000000000001,0.99,47
1.6500000000000001,0.99,47
1.6600000000000001,0.99,47
1.67,0.99,47
1.68,0.99,47
1.69,0.99,47
1.7,0.99,47
1.71,0.99,47
1.72,0.99,47
1.73,0.99,47
1.74,0.99,47
1.75,0.99,48
1.76,0.99,48
1.77,0.99,48
1.78,0.99,48
1.79,0.99,48
1.8,0.99,48
1.81,0.99,48
1.82,0.99,48
1.83,0.99,48
1.84,0.99,48
1.85,0.99,48
1.86,0.99,48
1.87,0.99,48
1.8800000000000001,0.99,48
1.8900000000000001,0.99,48
1.9000000000000001,0.99,48
1.9100000000000001,0.99,48
1.92,0.99,48
1.93,0.99,48
1.94,0.99,48
1.95,0.99,48
1.96,0.99,48
1.97,0.99,48
1.98,0.99,48
1.99,0.99,48
2.0,0.99,48
2.0100000000000002,0.99,48
2.02,0.99,48
2.0300000000000002,0.99,48
2.04,0.99,48
2.05,0.99,48
2.06,0.99,48
2.07,0.99,48
2.08,0.99,48
2.09,0.99,48
2.1,0.99,48
2.11,0.99,48
2.12,0.99,48
2.13,0.99,48
2.14,0.99,48
2.15,0.99,48
2.16,0.99,48
2.17,0.99,48
2.18,0.99,48
2.19,0.99,48
2.2,0.99,48
2.21,0.99,48
2.22,0.99,48
2.23,0.99,48
2.24,0.99,48
2.25,0.99,48
2.2600000000000002,0.99,48
2.27,0.99,48
2.2800000000000002,0.99,48
2.29,0.99,48
2.3000000000000003,0.99,49
2.31,0.99,49
2.32,0.99,49
2.33,0.99,49
2.34,0.99,49
2.35,0.99,49
2.36,0.99,49
2.37,0.99,49
2.38,0.99,49
2.39,0.99,49
2.4,0.99,49
2.41,0.99,49
2.42,0.99,49
2.43,0.99,49
2.44,0.99,49
2.45,0.99,49
2.46,0.99,49
2.47,0.99,49
2.48,0.99,49
2.49,0.99,49
2.5,0.99,49
2.5100000000000002,0.99,49
2.52,0.99,49
2.5300000000000002,0.99,49
2.54,0.99,49
2.5500000000000003,0.99,49
2.56,0.99,49
2.57,0.99,49
2.58,0.99,49
2.59,0.99,49
2.6,0.99,49
2.61,0.99,49
2.62,0.99,49
2.63,0.99,49
2.64,0.99,49
2.65,0.99,49
2.66,0.99,49
2.67,0.99,49
2.68,0.99,49
2.69,0.99,49
2.7,0.99,49
2.71,0.99,49
2.72,0.99,49
2.73,0.99,49
2.74,0.99,49
2.75,0.99,49
2.7600000000000002,0.99,49
2.77,0.99,49
2.7800000000000002,0.99,49
2.79,0.99,49
2.8000000000000003,0.99,49
2.81,0.99,49
2.82,0.99,49
2.83,0.99,49
2.84,0.99,49
2.85,0.99,49
2.86,0.99,49
2.87,0.99,49
2.88,0.99,49
2.89,0.99,49
2.9,0.99,49
2.91,0.99,49
2.92,0.99,49
2.93,0.99,49
2.94,0.99,49
2.95,0.99,49
2.96,0.99,49
2.97,0.99,49
2.98,0.99,49
2.99,0.99,49
3.0,0.99,49
