r,series,nu_minus,ordering
1.785571142284569,worst,0.6234441225166919,loss -> thermal -> amp
1.7915831663326653,best,0.4852540371165649,amp -> thermal -> loss
1.7915831663326653,median,0.569134037116565,loss -> amp -> thermal
1.7915831663326653,worst,0.6231340371165649,loss -> thermal -> amp
1.7975951903807614,best,0.4849476578720541,amp -> thermal -> loss
1.7975951903807614,median,0.5688276578720541,loss -> amp -> thermal
1.7975951903807614,worst,0.6228276578720541,loss -> thermal -> amp
1.8036072144288577,best,0.48464494048700923,amp -> thermal -> loss
1.8036072144288577,median,0.5685249404870092,loss -> amp -> thermal
1.8036072144288577,worst,0.6225249404870092,loss -> thermal -> amp
1.8096192384769538,best,0.4843458411947099,amp -> thermal -> loss
1.8096192384769538,median,0.56822584119471,loss -> amp -> thermal
1.8096192384769538,worst,0.6222258411947099,loss -> thermal -> amp
1.8156312625250501,best,0.48405031675153765,amp -> thermal -> loss
1.8156312625250501,median,0.5679303167515376,loss -> amp -> thermal
1.8156312625250501,worst,0.6219303167515376,loss -> thermal -> amp
1.8216432865731462,best,0.4837583244307237,amp -> thermal -> loss
1.8216432865731462,median,0.5676383244307237,loss -> amp -> thermal
1.8216432865731462,worst,0.6216383244307238,loss -> thermal -> amp
1.8276553106212425,best,0.4834698220161717,amp -> thermal -> loss
1.8276553106212425,median,0.5673498220161718,loss -> amp -> thermal
1.8276553106212425,worst,0.6213498220161717,loss -> thermal -> amp
1.8336673346693386,best,0.48318476779635433,amp -> thermal -> loss
1.8336673346693386,median,0.5670647677963544,loss -> amp -> thermal
1.8336673346693386,worst,0.6210647677963543,loss -> thermal -> amp
1.839679358717435,best,0.4829031205582822,amp -> thermal -> loss
1.839679358717435,median,0.5667831205582822,loss -> amp -> thermal
1.839679358717435,worst,0.6207831205582822,loss -> thermal -> amp
1.845691382765531,best,0.48262483958154556,amp -> thermal -> loss
1.845691382765531,median,0.5665048395815455,loss -> amp -> thermal
1.845691382765531,worst,0.6205048395815456,loss -> thermal -> amp
1.8517034068136273,best,0.482349884632427,amp -> thermal -> loss
1.8517034068136273,median,0.5662298846324271,loss -> amp -> thermal
1.8517034068136273,worst,0.620229884632427,loss -> thermal -> amp
1.8577154308617234,best,0.4820782159580846,amp -> thermal -> loss
1.8577154308617234,median,0.5659582159580846,loss -> amp -> thermal
1.8577154308617234,worst,0.6199582159580845,loss -> thermal -> amp
1.8637274549098197,best,0.4818097942808041,amp -> thermal -> loss
1.8637274549098197,median,0.5656897942808041,loss -> amp -> thermal
1.8637274549098197,worst,0.6196897942808042,loss -> thermal -> amp
1.8697394789579158,best,0.4815445807923205,amp -> thermal -> loss
1.8697394789579158,median,0.5654245807923204,loss -> amp -> thermal
1.8697394789579158,worst,0.6194245807923204,loss -> thermal -> amp
1.875751503006012,best,0.4812825371482068,amp -> thermal -> loss
1.875751503006012,median,0.5651625371482069,loss -> amp -> thermal
1.875751503006012,worst,0.6191625371482068,loss -> thermal -> amp
